ProductID,ProductName,Category,Description,Keywords,Price,UnitsSoldLast30Days
10038,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",4198.78,25
10039,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",2861.87,14
10040,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4506.69,14
10041,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",1412.3,17
10042,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",2595.38,22
10043,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",3893.6,24
10044,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",1851.78,15
10045,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",3393.61,17
10046,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",2313.33,23
10047,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",181.56,13
10048,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",4031.33,27
10049,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",3479.11,29
10050,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",4523.49,25
10051,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1992.6,14
10052,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",616.56,21
10053,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",752.19,17
10054,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",3209.29,27
10055,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",2478.48,25
10056,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",2322.26,18
10057,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",2505.86,19
10058,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",3973.11,24
10059,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",1880.41,17
10060,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3230.53,18
10061,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",1369.24,25
10062,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",1781.49,28
10063,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",654.42,18
10064,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",4795.68,19
10065,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",4682.7,22
10066,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4344.09,13
10067,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",887.32,18
10068,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",2346.69,18
10069,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",2533.33,27
10070,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",3053.03,18
10071,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",182.83,24
10072,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",628.1,14
10073,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",2352.11,15
10074,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",927.3,23
10075,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",2030.7,33
10076,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",424.33,21
10077,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",2866.37,17
10078,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",871.62,19
10079,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",2891.69,17
10080,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",686.72,18
10081,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",3454.92,18
10082,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",863.82,25
10083,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",475.2,22
10084,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",4844.19,15
10085,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",1411.92,29
10086,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",932.54,22
10087,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1008.29,25
10088,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",1144.51,20
10089,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",4815.62,21
10090,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",2028.73,26
10091,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",2658.25,13
10092,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",1204.53,16
10093,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",2851.24,16
10094,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",2803.81,19
10095,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",1108.83,15
10096,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",863.43,14
10097,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",3208.8,23
10098,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",3573.77,21
10099,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",2994.9,22
10100,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",2412.72,22
10101,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",809.63,23
10102,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",3632.28,25
10103,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",985.23,21
10104,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1381.83,20
10105,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",799.01,23
10106,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",1259.43,22
10107,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",2011.16,23
10108,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",1572.02,26
10109,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",1206.4,13
10110,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",1500.09,24
10111,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",3513.18,21
10112,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",651.34,17
10113,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",3322.74,15
10114,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",2054.36,19
10115,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",4322.66,16
10116,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",4532.4,24
10117,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",3316.52,18
10118,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",2771.42,13
10119,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",2571.33,13
10120,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",3480.32,27
10121,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",1726.66,17
10122,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1366.52,20
10123,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",4124.08,20
10124,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",534.95,32
10125,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",1922.15,20
10126,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",3187.95,19
10127,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1426.35,17
10128,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",4127.57,29
10129,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",1918.81,19
10130,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",3987.83,15
10131,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",1502.83,25
10132,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",3641.19,27
10133,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",4380.94,18
10134,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",1627.35,24
10135,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",2056.09,20
10136,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",4004.52,20
10137,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",4092.16,17
10138,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",2511.41,20
10139,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",2558.45,24
10140,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",1850.31,25
10141,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",902.07,22
10142,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",613.0,24
10143,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",1273.4,23
10144,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",1900.94,25
10145,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",2552.77,19
10146,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",1623.03,16
10147,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",3726.68,17
10148,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",3902.27,19
10149,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",1431.36,19
10150,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",1416.99,30
10151,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",1019.25,25
10152,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",2380.42,22
10153,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",2715.67,23
10154,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",3414.4,16
10155,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",3331.08,12
10156,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",514.83,22
10157,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",3400.85,19
10158,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3350.4,27
10159,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",273.22,12
10160,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",1386.77,22
10161,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",1322.49,24
10162,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",479.9,24
10163,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",3625.51,27
10164,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",2582.03,16
10165,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",4529.2,17
10166,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",3714.53,17
10167,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",1433.23,18
10168,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",2097.86,15
10169,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",3166.41,19
10170,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",4594.07,22
10171,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",3256.71,23
10172,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",1038.5,18
10173,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",1011.43,15
10174,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",3443.85,33
10175,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",790.6,18
10176,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3085.14,17
10177,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",1118.28,25
10178,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",4456.11,23
10179,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",2852.53,19
10180,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",821.74,19
10181,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3150.13,23
10182,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1118.0,22
10183,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",3197.34,11
10184,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",1274.65,23
10185,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",1604.37,18
10186,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",3655.18,15
10187,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3758.11,14
10188,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",2646.25,15
10189,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",406.96,16
10190,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",4245.56,19
10191,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",2736.76,15
10192,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",2277.09,20
10193,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",670.69,15
10194,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",858.23,16
10195,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",4665.96,19
10196,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",4268.36,18
10197,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",4381.19,23
10198,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",1505.75,25
10199,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",3548.05,13
10200,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",1879.53,19
10201,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",4526.75,26
10202,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",3327.4,25
10203,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",4851.41,10
10204,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",2555.63,26
10205,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",347.91,19
10206,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4942.18,16
10207,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",1826.48,21
10208,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",1394.61,25
10209,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",1014.93,18
10210,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",4883.81,14
10211,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",4377.47,16
10212,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3894.67,20
10213,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",1865.64,20
10214,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",1553.1,17
10215,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",3182.88,28
10216,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",1200.87,25
10217,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",3477.94,29
10218,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",532.68,27
10219,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3873.17,16
10220,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",2147.18,27
10221,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",3050.19,17
10222,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",4302.63,25
10223,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",3907.81,30
10224,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",2032.75,17
10225,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",2131.35,18
10226,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",2620.12,18
10227,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",497.32,13
10228,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",104.53,21
10229,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",1501.81,17
10230,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",374.43,16
10231,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",4035.94,17
10232,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",4643.64,21
10233,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4528.55,27
10234,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",690.09,21
10235,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",2986.54,22
10236,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",4314.26,12
