product_id,product_type,return_reason,original_price,shipping_cost,refurbishment_cost,resale_value_loss_percent,resale_value_loss,total_return_cost
PID1025,Appliances,Size Mismatch,15623,119.58732003455407,842.2953404069107,0.11903830917436083,1859.7355042310392,2821.62
PID1026,Appliances,Damaged,16008,67.84821817707372,535.8786710259113,0.2740909482958182,4387.647900319458,4991.37
PID1027,Electronics,Damaged,10291,232.00289618380555,511.96106811237286,0.16721686287837126,1720.8287358813186,2464.79
PID1028,Appliances,Damaged,25134,224.867718429951,997.3800226626336,0.3131499947316533,7870.711967585374,9092.96
PID1029,Appliances,Damaged,24552,114.21795260635061,387.3473926615625,0.18298529098212996,4492.654864193255,4994.22
PID1030,Appliances,Changed Mind,13398,166.50969143567465,710.1157121905046,0.07864427272398852,1053.6759659559982,1930.3
PID1031,Electronics,Wrong Item,25063,274.47116442241133,347.3576613559659,0.24932425440360628,6248.813788117584,6870.64
PID1032,Electronics,Size Mismatch,4944,78.22444949816536,732.8975427806137,0.21230117724386788,1049.6170202936828,1860.74
PID1033,Furniture,Quality Issue,25262,247.4650072690816,166.4832578222889,0.22007405868568497,5559.510870517774,5973.46
PID1034,Books,Damaged,2035,86.37984596025001,919.9255577769945,0.32080506603800807,652.8383093873464,1659.14
PID1035,Electronics,Damaged,6244,68.51396755684279,347.3028041460449,0.3225875355450294,2014.2365719431634,2430.05
PID1036,Clothing,Damaged,22229,252.00448157384685,320.5692285454704,0.2583840100778188,5743.618160019834,6316.19
PID1037,Electronics,Changed Mind,3010,153.73134386573503,45.25286860089561,0.12716507004660096,382.7668608402689,581.75
PID1038,Clothing,Wrong Item,8189,179.27612117071547,609.1345302147079,0.32527255008598627,2663.6569126541417,3452.07
PID1039,Furniture,Damaged,29626,158.28884550760168,941.1830078699466,0.09968524458000312,2953.2750559271726,4052.75
PID1040,Clothing,Wrong Item,14709,266.2236603332973,35.37227055168124,0.18458582682487384,2715.0729267670695,3016.67
PID1041,Appliances,Quality Issue,12618,175.1883543416854,230.49657287301383,0.10688690312495594,1348.698943630694,1754.38
PID1042,Books,Wrong Item,9343,162.6153372141042,388.5099553324357,0.2857738943515516,2669.9854949265464,3221.11
PID1043,Books,Quality Issue,10035,68.27667452021112,8.962508852188634,0.2296242126064637,2304.278973505863,2381.52
PID1044,Appliances,Wrong Item,29340,289.0260144322689,785.129153003275,0.1939636474631577,5690.893416569047,6765.05
PID1045,Clothing,Wrong Item,8102,167.55968606811092,548.02957304696,0.05060018937251296,409.9627342961,1125.55
PID1046,Books,Size Mismatch,3413,77.16247384682593,319.3362949442836,0.3716216930537245,1268.3448383923617,1664.84
PID1047,Furniture,Quality Issue,27057,123.78535692735758,224.73180970140027,0.27502637961328447,7441.3887531966375,7789.91
PID1048,Clothing,Quality Issue,1530,172.76794948533802,95.43632979432115,0.2909245717840416,445.1145948295836,713.32
PID1049,Clothing,Changed Mind,26250,288.63062590868674,802.2043629362673,0.25242017505730385,6626.0295952542265,7716.86
PID1050,Furniture,Changed Mind,9128,245.6004989360088,830.9948350983335,0.07823884168482066,714.164146899043,1790.76
PID1051,Appliances,Quality Issue,12781,86.69721616783073,372.0080450261325,0.26206652250289564,3349.472224109509,3808.18
PID1052,Appliances,Damaged,10050,101.41713788187232,522.052616803613,0.21054173623222666,2115.944449133878,2739.41
PID1053,Clothing,Wrong Item,6972,187.7397737383964,817.291123053995,0.3850286343177223,2684.4196384631596,3689.45
PID1054,Clothing,Wrong Item,16649,149.0438732777725,716.5969911925312,0.20003238896185288,3330.3392438258884,4195.98
PID1055,Appliances,Wrong Item,24613,252.89679481991803,259.0902900686114,0.13130893667415292,3231.9068583609255,3743.89
PID1056,Clothing,Size Mismatch,16183,180.77653144248984,690.5212286613839,0.14178007837975223,2294.4270084195305,3165.72
PID1057,Furniture,Quality Issue,14083,82.25368326686839,891.5885092787935,0.37934731462321597,5342.3482318387505,6316.19
PID1058,Appliances,Size Mismatch,16435,92.01843570327753,536.644090827671,0.37131310814110974,6102.530932299139,6731.19
PID1059,Appliances,Damaged,2932,236.85319776840083,998.420964818742,0.348408977321307,1021.5351215060721,2256.81
PID1060,Clothing,Changed Mind,23421,282.8518148221647,565.8599815300378,0.36393435892347925,8523.706620346808,9372.42
PID1061,Books,Damaged,10255,247.58570888110697,441.3350545477689,0.38130568144007404,3910.2897631679593,4599.21
PID1062,Clothing,Size Mismatch,7255,157.19705086927968,540.7107438370181,0.19399096410605288,1407.4044445894135,2105.31
PID1063,Clothing,Damaged,11947,142.34149490369734,884.8243318433153,0.21132239201331315,2524.668617383052,3551.83
PID1064,Electronics,Changed Mind,12022,96.77979934773435,646.8299448458403,0.29941127972925363,3599.522404905087,4343.13
PID1065,Furniture,Size Mismatch,10409,173.986725262849,714.2892728613097,0.28563698829206025,2973.195411132055,3861.47
PID1066,Appliances,Size Mismatch,4471,266.41710803439605,666.3281583653966,0.3220061025434611,1439.6892844718147,2372.43
PID1067,Furniture,Changed Mind,10493,255.7206040128254,798.9996795469236,0.37250238913784117,3908.6675692233675,4963.39
PID1068,Furniture,Size Mismatch,16627,69.4492268043196,65.50508249676857,0.20857048542481976,3467.901461158478,3602.86
PID1069,Clothing,Size Mismatch,12906,197.58149190856457,479.6392917016511,0.26857734039141157,3466.2591550915577,4143.48
PID1070,Clothing,Size Mismatch,26114,161.94800049847584,261.55442074475263,0.3384913181863519,8839.362283118395,9262.86
PID1071,Appliances,Wrong Item,15780,131.39608007159683,436.4143778161178,0.1496830257041299,2361.9981456111695,2929.81
PID1072,Appliances,Changed Mind,23988,262.7924596986333,837.9491895225386,0.2655822859142064,6370.787874509983,7471.53
PID1073,Appliances,Wrong Item,6077,148.76247184439507,508.8439509666677,0.17974133182523122,1092.28807350193,1749.89
PID1074,Electronics,Changed Mind,12307,209.86638236111935,739.2019449218991,0.050686610289274195,623.8001128300975,1572.87
PID1075,Appliances,Changed Mind,1779,168.95010110838666,178.6802883942803,0.25628400927304795,455.9292524967523,803.56
PID1076,Clothing,Changed Mind,11661,154.8660753754816,825.8901967445485,0.25208035355911557,2939.5090028528466,3920.27
PID1077,Furniture,Wrong Item,21391,182.61597826096528,320.5374484068394,0.10290414757030711,2201.2226206764394,2704.38
PID1078,Electronics,Damaged,7762,154.95407175248994,372.4129503522244,0.39373236508768134,3056.1506178105824,3583.52
PID1079,Books,Size Mismatch,8148,92.27813239193509,430.73346001714066,0.3886536559749376,3166.7499888837915,3689.76
PID1080,Clothing,Wrong Item,15865,241.52980999905049,627.4474749696365,0.3285585638925387,5212.5816161551265,6081.56
PID1081,Electronics,Quality Issue,29122,202.49385470519894,828.6110182348706,0.14120966170840737,4112.30776827224,5143.41
PID1082,Books,Damaged,2060,55.36759369499879,100.66030915289926,0.10753165752676416,221.51521450513417,377.54
PID1083,Appliances,Damaged,25376,172.88554275306652,979.3578513690837,0.37349193358220806,9477.73130658211,10629.97
PID1084,Electronics,Damaged,17384,139.77209266675507,467.7389010903076,0.13803356010933956,2399.575408940759,3007.09
PID1085,Clothing,Size Mismatch,23259,252.8356545172651,77.83051953621944,0.38071548979753034,8855.061577200759,9185.73
PID1086,Books,Quality Issue,25305,54.190188217116614,829.450749290326,0.3415465986672396,8642.836679274498,9526.48
PID1087,Clothing,Size Mismatch,14329,178.3811749575418,406.9229235479749,0.2602011468763684,3728.422233591483,4313.73
PID1088,Appliances,Damaged,17452,192.41335157110822,414.6225884080779,0.06615392006269813,1154.5182129342077,1761.55
PID1089,Clothing,Quality Issue,25703,125.17335142724629,915.7707188614007,0.18542883229213936,4766.077276404858,5807.02
PID1090,Electronics,Damaged,4106,134.8366726139604,323.01479680808984,0.36954667809250236,1517.3586602478147,1975.21
PID1091,Books,Changed Mind,13767,203.45030990036022,515.9652100279259,0.12777465115564873,1759.073622459816,2478.49
PID1092,Furniture,Size Mismatch,15119,111.61521664530598,85.42463314182969,0.28105641648075036,4249.291960772464,4446.33
PID1093,Electronics,Quality Issue,28860,121.12509029888426,416.1069766763192,0.06883240490122922,1986.5032054494752,2523.74
PID1094,Books,Quality Issue,29163,296.7526477568331,935.2430409174799,0.3226240281324951,9408.684532427955,10640.68
PID1095,Electronics,Wrong Item,28307,52.52042239353428,425.11258642161476,0.1369576042577068,3876.8589037229067,4354.49
PID1096,Clothing,Changed Mind,8432,207.44271052864923,12.78574534064525,0.24901235517592424,2099.6721788433933,2319.9
PID1097,Appliances,Wrong Item,21543,291.8372261494261,463.86669391279764,0.15048089224971256,3241.8098617355577,3997.51
PID1098,Clothing,Wrong Item,8880,283.25626510661834,523.9788824559315,0.38875756819166063,3452.1672055419463,4259.4
PID1099,Clothing,Changed Mind,1705,139.80553402431556,909.9194930622452,0.1652764195573554,281.79629534529096,1331.52
PID1100,Furniture,Damaged,12526,124.85458495744717,726.8985215470913,0.33375572019134475,4180.624151116785,5032.38
PID1101,Clothing,Quality Issue,29984,276.34540577229296,117.2218059902339,0.19485431224710736,5842.511698417267,6236.08
PID1102,Appliances,Wrong Item,27804,272.4233671630527,847.72353040497,0.2456695644387627,6830.5965696553585,7950.74
PID1103,Electronics,Size Mismatch,21155,134.53969201070063,806.4714472547722,0.2115557457319766,4475.461800959965,5416.47
PID1104,Clothing,Changed Mind,22334,85.96679451749782,558.89972292287,0.38166915761086745,8524.198966081114,9169.07
PID1105,Furniture,Quality Issue,8610,231.95378324183778,301.09485869245754,0.09003419223437065,775.1943951379312,1308.24
PID1106,Books,Size Mismatch,14854,247.07232262616768,973.7457799708523,0.22963580833093794,3411.010296947752,4631.83
PID1107,Electronics,Quality Issue,7473,293.8053991781502,933.2960849403844,0.1735578665615085,1296.997936814153,2524.1
PID1108,Appliances,Size Mismatch,27272,151.2879927908446,221.12924787288614,0.11648221899413712,3176.7030764081073,3549.12
PID1109,Furniture,Changed Mind,8375,241.54768301303216,448.68967573541863,0.32843622391539096,2750.6533752913992,3440.89
PID1110,Books,Quality Issue,6168,128.75787482766444,822.8781723143999,0.20040039898685114,1236.0696609508977,2187.71
PID1111,Furniture,Size Mismatch,680,180.05991143093277,723.3310589308287,0.09707437899325748,66.01057771541508,969.4
PID1112,Clothing,Quality Issue,22831,209.67134358487252,30.985742307585106,0.32650048201834025,7454.3325049607265,7694.99
PID1113,Books,Changed Mind,25252,181.16167552018373,719.2813389628926,0.3822370590392587,9652.250214859361,10552.69
PID1114,Books,Changed Mind,11890,119.80794601258425,83.92179765542596,0.2845690837234367,3383.526405471662,3587.26
PID1115,Electronics,Quality Issue,7854,88.03944443277433,992.5698218745138,0.28070393578817904,2204.6487116803582,3285.26
PID1116,Furniture,Wrong Item,15186,227.65535599874474,896.930563941091,0.2833365748747922,4302.749226048594,5427.34
PID1117,Appliances,Changed Mind,3697,214.76006693587127,742.3115423211439,0.20037570347686062,740.7889757539538,1697.86
PID1118,Furniture,Changed Mind,25792,118.50697635978852,232.26654369785072,0.2771909352265141,7149.308601362252,7500.08
PID1119,Books,Damaged,18045,210.6322202183636,477.0697095790274,0.3856616880088375,6959.265160119472,7646.97
PID1120,Books,Wrong Item,14317,160.1017743430436,112.54171678550573,0.13116301732660174,1877.860919064957,2150.5
PID1121,Books,Wrong Item,21791,250.40790154007723,793.9093673792962,0.2982965598867324,6500.180336491786,7544.5
PID1122,Appliances,Size Mismatch,8774,123.41173035169702,136.19359840968337,0.3787484089141108,3323.1385398124085,3582.74
PID1123,Electronics,Size Mismatch,19106,67.529894411211,357.0060215032309,0.1859556642076433,3552.868920351233,3977.4
PID1124,Appliances,Changed Mind,11324,239.059177176339,836.4661391162972,0.22338045398726664,2529.5602609518073,3605.09
PID1125,Books,Changed Mind,24781,276.9358923228375,982.4876297433887,0.20260659313268642,5020.793984421102,6280.22
PID1126,Clothing,Size Mismatch,14727,65.65852198351322,118.59647962698317,0.17670168790045826,2602.285757710049,2786.54
PID1127,Appliances,Damaged,7036,97.44114876326415,773.1365315016517,0.1234406613071537,868.5284929571334,1739.11
PID1128,Books,Wrong Item,10431,123.01313574523208,857.51520344651,0.2356650349489139,2458.221979552121,3438.75
PID1129,Clothing,Wrong Item,10167,176.4591750516604,348.2419857537492,0.2514259151398852,2556.247279227213,3080.95
PID1130,Clothing,Changed Mind,10411,124.88553807991768,885.3815141591245,0.11624834169503884,1210.2614853870493,2220.53
PID1131,Books,Changed Mind,21575,294.4736471520274,72.16710284323446,0.2775835915125836,5988.865986883991,6355.51
PID1132,Books,Damaged,8619,205.93917120908765,701.1686109479757,0.10318624606563898,889.3622548397424,1796.47
PID1133,Furniture,Size Mismatch,2372,129.9721709017478,372.55214293483874,0.3130881358682222,742.6450582794231,1245.17
PID1134,Furniture,Changed Mind,623,93.38224890840903,889.9286382869471,0.22303174241595985,138.948775525143,1122.26
PID1135,Furniture,Changed Mind,18008,84.00234237849695,724.3596463375029,0.3470502702721518,6249.68126706091,7058.04
PID1136,Books,Damaged,20620,275.74264777556914,705.115615242467,0.23881726935026915,4924.41209400255,5905.27
PID1137,Appliances,Damaged,11836,258.4994238865226,539.3371805069447,0.2462280190220411,2914.3548331448787,3712.19
PID1138,Appliances,Quality Issue,29203,272.332417944175,476.94157509872036,0.12392560507996656,3618.9994451502635,4368.27
PID1139,Electronics,Changed Mind,11270,224.4870713766712,700.8750736584975,0.09867440910072961,1112.0605905652228,2037.42
PID1140,Furniture,Changed Mind,21894,100.11408690122099,116.78700423528576,0.20597880446802103,4509.699945022852,4726.6
PID1141,Furniture,Damaged,18512,288.2242177291645,68.30347966685379,0.29800855963517364,5516.734455966334,5873.26
PID1142,Furniture,Size Mismatch,29188,57.19774823478592,559.5179144009867,0.3179818313238752,9281.25369268127,9897.97
PID1143,Electronics,Quality Issue,24013,257.09046551646986,38.81515341369279,0.2981069785790379,7158.442876618437,7454.35
PID1144,Electronics,Changed Mind,22319,92.36979868898527,59.23062332979612,0.22613447057416297,5047.095248744743,5198.7
PID1145,Clothing,Quality Issue,10667,215.24085331535056,340.5651601044962,0.12369906939298125,1319.497973214931,1875.3
PID1146,Furniture,Wrong Item,12788,62.94955199522577,91.98247115089397,0.2652243640218759,3391.6891671117487,3546.62
PID1147,Electronics,Size Mismatch,13253,111.18852987901704,254.9901496187087,0.16185971512187575,2145.1268045102192,2511.31
PID1148,Appliances,Changed Mind,23855,155.34439295442235,503.4024977432693,0.37305072618329704,8899.12507310255,9557.87
PID1149,Clothing,Damaged,21597,253.9726129269897,638.0810874889165,0.1428595046240313,3085.336721365204,3977.39
PID1150,Appliances,Damaged,12020,141.30306736814407,491.776590811935,0.28251907078100225,3395.879230787647,4028.96
PID1151,Books,Changed Mind,27236,111.227083778235,381.4790482110715,0.39650329758936304,10799.163813143892,11291.87
PID1152,Electronics,Damaged,20663,227.03556409455513,604.4105000705794,0.12412318251443855,2564.757320295844,3396.2
PID1153,Books,Wrong Item,512,74.6519950819264,374.3980882362853,0.16365904509907528,83.79343109072654,532.84
PID1154,Clothing,Changed Mind,17153,286.430121633094,111.2870322640015,0.24643620245629655,4227.120180732854,4624.84
PID1155,Clothing,Wrong Item,853,282.3280714801624,906.3463784212686,0.07998658349398044,68.22855572036532,1256.9
PID1156,Electronics,Wrong Item,12068,69.04135155487427,916.5081641819502,0.3604759457929696,4350.223713829557,5335.77
PID1157,Books,Damaged,22250,285.1403404624839,561.371244292929,0.11376945322116308,2531.3703341708783,3377.88
PID1158,Electronics,Quality Issue,25869,274.08620259936356,203.1776790735246,0.20172504913146472,5218.4252959818605,5695.69
PID1159,Electronics,Wrong Item,15299,199.650545538136,599.3659857298595,0.38461322657572034,5884.197753381945,6683.21
PID1160,Clothing,Damaged,20630,171.6465896639628,678.3074758366711,0.3276086990475672,6758.567461351311,7608.52
PID1161,Electronics,Wrong Item,13802,245.20433203393404,625.6628722224137,0.3992808060752425,5510.873685450497,6381.74
PID1162,Books,Wrong Item,9515,52.24517995958626,320.8914273391927,0.3364550527612573,3201.3698270233635,3574.51
PID1163,Electronics,Wrong Item,4643,213.29635196541716,382.21523160726065,0.2506074686794228,1163.57047707856,1759.08
PID1164,Appliances,Quality Issue,13930,109.36053334109748,838.1853419307132,0.3290398334291858,4583.524879668558,5531.07
PID1165,Books,Wrong Item,20172,253.42555660588008,671.0990914293421,0.29499869844585375,5950.713745049762,6875.24
PID1166,Books,Damaged,24881,124.58901138420707,726.393161634161,0.06457251702233172,1606.6287960326354,2457.61
PID1167,Appliances,Changed Mind,24387,83.22585079234949,743.4921764446808,0.09387242430320376,2289.26681148223,3115.98
PID1168,Books,Damaged,3008,258.8647836640057,174.07606847013446,0.10226415626321214,307.6105820397421,740.55
PID1169,Books,Quality Issue,15992,229.1879551171719,88.76687049012921,0.3530963340495432,5646.716574120295,5964.67
PID1170,Books,Damaged,19861,298.6584384436589,741.1129200386672,0.24971132611668312,4959.516648003443,5999.29
PID1171,Books,Damaged,1625,162.3164762895887,547.1654485937453,0.07217121020073006,117.27821657618634,826.76
PID1172,Electronics,Changed Mind,11594,80.82399818691253,280.6274709580584,0.24416528585831904,2830.8523242413507,3192.3
PID1173,Appliances,Wrong Item,3149,167.2244818451551,737.7648418982791,0.36303685047636663,1143.2030421500785,2048.19
PID1174,Furniture,Size Mismatch,19565,177.92619019843562,192.16036846520012,0.15513869163097138,3035.288501759955,3405.38
PID1175,Electronics,Changed Mind,7232,140.5601007693017,749.024077459879,0.18074846287525026,1307.17288351381,2196.76
PID1176,Clothing,Size Mismatch,24459,237.087225979342,798.5072562850324,0.2633570958763316,6441.451208039195,7477.05
PID1177,Appliances,Size Mismatch,23063,97.89322079776082,326.0850102815981,0.21416911985033316,4939.382411108234,5363.36
PID1178,Appliances,Changed Mind,19128,281.80147624679165,832.7677393726337,0.21202817943412294,4055.6750162159037,5170.24
PID1179,Books,Wrong Item,805,163.56666369966365,610.1772158540928,0.10444124732381799,84.07520409567348,857.82
PID1180,Furniture,Wrong Item,8659,65.46158387448915,807.7440428847345,0.19638345857446465,1700.4843677962895,2573.69
PID1181,Appliances,Size Mismatch,9198,62.21017570101054,836.4771330703243,0.28718628675917646,2641.539465610905,3540.23
PID1182,Electronics,Wrong Item,14531,144.73930401122624,401.85502909249914,0.13053904767522173,1896.862901768647,2443.46
PID1183,Books,Quality Issue,20977,209.30351617065486,108.4073853490094,0.08892411602558387,1865.3611818686727,2183.07
PID1184,Appliances,Changed Mind,15225,257.7009572612762,632.0820747779671,0.1794563224282314,2732.222508969823,3622.01
PID1185,Books,Damaged,22667,213.95553817333803,942.1588788294642,0.07320443969276628,1659.3250345159333,2815.44
PID1186,Electronics,Size Mismatch,11239,276.891222407358,801.6867370167606,0.20896660172250198,2348.5756367592,3427.15
PID1187,Electronics,Quality Issue,23622,165.87748513704997,528.500795808085,0.1284959695488991,3035.3317926840946,3729.71
PID1188,Books,Wrong Item,20821,159.04845436139516,773.1830145236046,0.2073153867583039,4316.513667694646,5248.75
PID1189,Electronics,Wrong Item,25526,81.98069198242511,865.9237326034646,0.10635570566709845,2714.835742858355,3662.74
PID1190,Electronics,Size Mismatch,24105,202.32815389039982,748.3801183842403,0.2773231757942327,6684.87515251998,7635.58
PID1191,Electronics,Changed Mind,27771,197.8490709547411,993.1919771448114,0.2754489324404159,7649.49230280279,8840.53
PID1192,Furniture,Size Mismatch,12310,75.52990071355427,311.0837713578426,0.3442171642664013,4237.3132921194,4623.93
PID1193,Books,Size Mismatch,22781,267.4180719115551,201.49569795560507,0.12792042840749962,2914.155279551249,3383.07
PID1194,Appliances,Quality Issue,4684,160.6286277872156,707.675895805014,0.3695916944030974,1731.1674965841082,2599.47
PID1195,Clothing,Size Mismatch,17092,298.01697524133954,478.6716322019502,0.22573412249196978,3858.2476216327473,4634.94
PID1196,Furniture,Changed Mind,5099,275.8220749122047,325.66877243301053,0.3121503058049581,1591.6544092994814,2193.15
PID1197,Books,Quality Issue,26688,210.11438526093923,327.48608220173156,0.3632398253219824,9694.144458193066,10231.74
PID1198,Books,Quality Issue,14555,222.5208363510459,709.5756720797525,0.2101875133833559,3059.279257294745,3991.38
PID1199,Books,Quality Issue,8711,204.26539245640586,676.6690232271925,0.2167144595908328,1887.7996574957444,2768.73
PID1200,Clothing,Damaged,23944,71.3531367785445,293.5292628765589,0.06323189163493026,1514.0244133067702,1878.91
PID1201,Books,Size Mismatch,3083,244.17965052403645,239.1058886507712,0.2775725729796779,855.756242496347,1339.04
PID1202,Electronics,Wrong Item,974,186.1076793129841,688.2606519907077,0.05656694571940348,55.09620513069899,929.46
PID1203,Furniture,Wrong Item,3594,247.57035261339266,31.60686988216066,0.08174226556253156,293.78170243173844,572.96
PID1204,Clothing,Damaged,14446,99.02859060547654,544.3412171388962,0.07565482472134398,1092.909597924535,1736.28
PID1205,Furniture,Damaged,5987,51.14065303440086,463.84442735964194,0.11280455327683712,675.3608604684239,1190.35
PID1206,Appliances,Changed Mind,23221,299.1409100203196,336.5897308574486,0.27262661562651963,6330.662641463412,6966.39
PID1207,Electronics,Wrong Item,5173,242.3952551644638,988.4992775488587,0.32138370617290407,1662.5179120324328,2893.41
PID1208,Furniture,Quality Issue,29880,75.1537602343735,251.7392318026238,0.09001205685652483,2689.560258872962,3016.45
PID1209,Electronics,Damaged,26753,92.73992499210472,731.2308359964196,0.08348018583670508,2233.345411689371,3057.32
PID1210,Appliances,Changed Mind,28161,54.33479929335059,698.9390045767678,0.11270657796348665,3173.9299420297475,3927.2
PID1211,Books,Wrong Item,13762,138.41790482825584,441.1864890033038,0.08088022153888305,1113.0736088181086,1692.68
PID1212,Appliances,Size Mismatch,16339,143.4316236906783,972.4941399389774,0.21126754910324785,3451.900484797967,4567.83
PID1213,Electronics,Size Mismatch,16938,209.00702738322514,704.2821990673369,0.05565156930687504,942.6262809198494,1855.92
PID1214,Electronics,Changed Mind,7594,107.2523453589304,296.36913699984547,0.33986284220300184,2580.918423689596,2984.54
PID1215,Books,Damaged,16863,276.91410964956384,200.64120525035932,0.0877951917933596,1480.490319211423,1958.05
PID1216,Books,Changed Mind,24311,297.10305947124243,327.1627616057161,0.07593805113448929,1846.129961130569,2470.4
PID1217,Books,Size Mismatch,9534,281.5924006741372,622.8297374684088,0.09110078264690004,868.554861755545,1772.98
PID1218,Appliances,Changed Mind,25742,294.9421918213854,731.6988735017156,0.10292204743549294,2649.419345084459,3676.06
PID1219,Clothing,Wrong Item,22496,244.88710503271358,976.4201208002611,0.06786812630281955,1526.7613693082285,2748.07
PID1220,Books,Wrong Item,2296,230.41297713674365,614.2056129078549,0.06409588331751023,147.1641480970035,991.78
PID1221,Electronics,Wrong Item,5349,98.51445459202239,543.7838472410625,0.17409062113152637,931.2107324325345,1573.51
PID1222,Clothing,Changed Mind,6023,209.6817970630992,244.31633441650123,0.17161078314281072,1033.611746869149,1487.61
PID1223,Appliances,Size Mismatch,10436,72.22149767070857,23.763783037650256,0.07130006861376063,744.087516053206,840.07
PID1224,Books,Quality Issue,11892,284.349391065607,620.5755635599515,0.27353516267736006,3252.880154559166,4157.81
PID1225,Furniture,Quality Issue,20462,168.89251611801427,769.2402437630489,0.1649241072986839,3374.67708354567,4312.81
PID1226,Furniture,Damaged,19821,74.2639058937078,438.2982786703966,0.2738363095408838,5427.709491409857,5940.27
PID1227,Books,Damaged,29123,51.22826125518019,945.9643971385536,0.12777162064429748,3721.0929080238757,4718.29
PID1228,Books,Wrong Item,17264,226.8562838547194,819.8089267558026,0.330790763267726,5710.771737054021,6757.44
PID1229,Books,Changed Mind,10440,228.23971486462543,617.1364938825714,0.10694057141302027,1116.4595655519315,1961.84
PID1230,Clothing,Size Mismatch,14685,64.92538108255853,433.2295035644891,0.061403009162209476,901.7031895470461,1399.86
PID1231,Books,Damaged,24457,182.66616038641865,648.1852440078751,0.3875629194769018,9478.626321646587,10309.48
PID1232,Appliances,Quality Issue,2482,135.86086550013505,187.03330937886474,0.1101147500905427,273.30480972472697,596.2
PID1233,Electronics,Changed Mind,21970,134.80911352606716,294.0716687758343,0.2855742729507015,6274.0667767269115,6702.95
PID1234,Electronics,Changed Mind,18257,99.52712140176746,376.6262738839643,0.2060850024313795,3762.4938893896956,4238.65
PID1235,Electronics,Quality Issue,2272,168.59652499892292,740.5621781892122,0.36490951879730776,829.0744267074832,1738.23
PID1236,Appliances,Changed Mind,15194,243.04704508337167,489.8523757233042,0.17305473361486948,2629.3936225443267,3362.29
PID1237,Furniture,Wrong Item,27582,160.75031863646382,188.7309174264764,0.22786310977414098,6284.9202937903565,6634.4
PID1238,Appliances,Wrong Item,487,205.85824334393317,357.675559157137,0.3387256900841659,164.9594110709888,728.49
PID1239,Appliances,Quality Issue,24746,295.7871516860881,271.6215932583299,0.23293875075393095,5764.302326156775,6331.71
PID1240,Appliances,Quality Issue,12264,285.93485512759446,366.8564935968801,0.10286311685230264,1261.5132650766395,1914.3
