GameID,Title,AvgSessionLength,VisualStyle,NarrativeDepth,ComplexityScore,PlayerRating,MechanicsCount,MultiplayerSupport,InAppPurchases,ReleaseYear,AvgPlaytimePerUserHrs,ReviewSentiment,HasStoryMode,Platform,TargetAudienceAge,PriceCategory,Genre
5033,Game_33,64.9,Cartoon,2,7.8,2.6,13,0,1,2020,1.1,Positive,0,Console,Teens,Premium,Sports
5034,Game_34,38.9,Cartoon,1,8.6,1.0,15,0,0,2003,1.6,Negative,0,Console,Adults,Premium,Shooter
5035,Game_35,49.1,Minimalist,3,8.0,4.1,7,1,1,2006,34.4,Positive,1,PC,Adults,Premium,Adventure
5036,Game_36,49.0,3D,4,4.2,4.1,1,0,0,2024,2.4,Positive,0,Mobile,Kids,Premium,Puzzle
5037,Game_37,28.7,Cartoon,5,5.2,2.1,11,1,1,2016,8.2,Mixed,0,Console,All Ages,Free,Platformer
5038,Game_38,10.0,Pixel,2,4.6,4.3,5,0,0,2014,4.6,Positive,0,PC,Adults,Paid,Puzzle
5039,Game_39,25.6,Anime,4,2.9,3.2,17,0,0,2000,8.0,Mixed,1,Cross-platform,Teens,Premium,Strategy
5040,Game_40,61.1,Cartoon,2,7.9,2.2,16,0,0,2021,2.4,Positive,1,Console,Kids,Freemium,Shooter
5041,Game_41,28.9,3D,3,1.2,2.1,4,0,1,2010,14.5,Positive,1,PC,Kids,Paid,Adventure
5042,Game_42,59.1,Cartoon,5,3.3,3.8,17,1,0,2007,8.1,Positive,1,Mobile,Adults,Free,Sports
5043,Game_43,43.2,Pixel,3,3.1,3.3,17,1,0,2005,16.9,Positive,0,Console,Teens,Freemium,Simulation
5044,Game_44,10.0,Minimalist,4,4.5,3.0,1,1,1,2001,0.6,Mixed,1,Console,All Ages,Premium,Adventure
5045,Game_45,26.1,Pixel,1,9.1,1.6,5,0,0,2001,1.1,Positive,1,PC,All Ages,Premium,Sports
5046,Game_46,50.8,Minimalist,3,1.2,3.7,8,0,0,2001,7.0,Positive,1,Cross-platform,Adults,Premium,Simulation
5047,Game_47,73.6,Anime,4,1.7,3.2,18,0,0,2018,3.0,Mixed,1,Cross-platform,Teens,Freemium,Platformer
5048,Game_48,62.9,Minimalist,1,8.5,2.9,17,0,1,2021,3.5,Mixed,1,Mobile,Kids,Freemium,Sports
5049,Game_49,10.7,Anime,4,4.4,4.5,7,0,1,2014,2.6,Positive,1,Console,Teens,Freemium,Horror
5050,Game_50,78.2,3D,3,9.3,3.6,1,1,1,2006,14.8,Mixed,1,Cross-platform,Kids,Freemium,Strategy
5051,Game_51,43.6,Realistic,1,6.7,2.1,8,0,0,2003,3.7,Positive,1,Mobile,All Ages,Premium,Platformer
5052,Game_52,56.5,Cartoon,3,4.0,4.8,15,0,1,2003,4.5,Positive,1,Cross-platform,Kids,Paid,Shooter
5053,Game_53,31.5,Realistic,3,1.7,3.5,9,1,0,2004,2.4,Mixed,0,Console,Kids,Paid,Adventure
5054,Game_54,64.7,Realistic,3,5.0,4.1,11,1,1,2010,1.7,Positive,1,Cross-platform,All Ages,Free,Sports
5055,Game_55,44.8,Minimalist,1,9.0,1.5,6,0,1,2019,0.5,Positive,1,Mobile,Adults,Paid,Platformer
5056,Game_56,14.8,Minimalist,4,6.7,3.5,14,1,0,2010,1.7,Positive,1,PC,Adults,Paid,Puzzle
5057,Game_57,49.1,Pixel,4,4.4,3.6,11,0,1,2019,8.6,Positive,1,PC,Kids,Premium,Shooter
5058,Game_58,10.0,Minimalist,1,1.8,1.0,17,0,1,2018,8.2,Positive,1,Cross-platform,All Ages,Premium,Platformer
5059,Game_59,72.3,Anime,1,5.2,3.0,15,0,0,2010,33.1,Negative,0,Mobile,Teens,Free,Strategy
5060,Game_60,47.9,Cartoon,4,4.4,2.6,9,0,0,2006,6.3,Mixed,1,Cross-platform,Teens,Freemium,RPG
5061,Game_61,61.1,Cartoon,1,3.9,3.7,1,1,0,2013,33.0,Positive,1,Cross-platform,Kids,Premium,RPG
5062,Game_62,53.4,Cartoon,3,4.5,2.8,16,0,1,2023,10.8,Positive,0,Console,Adults,Paid,RPG
5063,Game_63,36.7,Anime,2,5.1,3.6,12,0,1,2003,4.3,Mixed,0,Mobile,Kids,Paid,Simulation
5064,Game_64,16.9,Anime,1,9.0,2.5,12,0,0,2013,23.1,Positive,1,Mobile,Teens,Paid,Simulation
5065,Game_65,46.3,3D,5,2.8,2.3,9,0,0,2006,20.6,Negative,1,Mobile,All Ages,Free,Shooter
5066,Game_66,44.2,3D,1,3.0,1.6,12,1,1,2013,15.1,Positive,0,PC,Kids,Premium,Sports
5067,Game_67,48.3,Pixel,4,9.3,2.5,15,1,1,2000,9.9,Positive,1,Mobile,Kids,Freemium,Sports
5068,Game_68,42.1,Cartoon,2,4.4,1.8,8,0,1,2017,6.7,Positive,1,PC,Adults,Paid,Simulation
5069,Game_69,29.6,Minimalist,2,8.9,5.0,16,0,1,2010,0.0,Positive,1,PC,Adults,Premium,Horror
5070,Game_70,10.0,Anime,5,8.7,4.7,12,1,0,2024,25.2,Mixed,1,PC,All Ages,Freemium,Strategy
5071,Game_71,29.8,Realistic,4,9.7,4.9,4,0,1,2004,0.8,Positive,0,PC,Kids,Premium,Shooter
5072,Game_72,60.5,Minimalist,3,8.0,2.5,8,1,1,2010,12.4,Positive,1,Console,All Ages,Free,Shooter
5073,Game_73,32.9,Anime,2,4.6,2.7,7,0,0,2023,3.9,Negative,1,Cross-platform,Kids,Paid,Sports
5074,Game_74,36.3,Minimalist,1,2.0,3.4,17,1,1,2004,1.3,Positive,1,PC,Kids,Free,Strategy
5075,Game_75,35.9,Realistic,3,8.4,4.1,2,0,0,2013,4.9,Positive,1,Mobile,Kids,Free,Shooter
5076,Game_76,46.5,Pixel,2,2.7,3.5,12,0,0,2000,0.0,Positive,0,Cross-platform,Kids,Freemium,RPG
5077,Game_77,45.9,Minimalist,4,4.8,2.5,15,0,0,2015,8.8,Positive,1,PC,Adults,Premium,Platformer
5078,Game_78,67.0,Realistic,2,7.7,2.3,2,0,0,2006,0.7,Positive,1,Mobile,Kids,Free,Horror
5079,Game_79,79.5,Cartoon,1,2.2,2.1,1,0,1,2004,2.2,Mixed,0,PC,Teens,Freemium,Puzzle
5080,Game_80,40.4,Cartoon,2,9.7,3.4,6,1,1,2007,4.1,Positive,0,Console,All Ages,Paid,Horror
5081,Game_81,29.2,Cartoon,1,1.4,4.0,9,1,0,2011,16.9,Mixed,0,Mobile,Kids,Freemium,Horror
5082,Game_82,48.6,Pixel,4,1.4,2.5,15,0,1,2016,7.3,Negative,0,PC,Kids,Premium,Strategy
5083,Game_83,63.0,Realistic,1,8.5,1.3,9,1,1,2024,15.3,Positive,0,Console,Adults,Paid,Adventure
5084,Game_84,70.8,Realistic,2,6.2,2.1,5,1,0,2019,3.0,Positive,1,PC,All Ages,Paid,Platformer
5085,Game_85,40.9,Minimalist,5,4.1,2.7,5,0,0,2010,3.1,Positive,1,Console,Kids,Free,Strategy
5086,Game_86,23.7,Realistic,2,3.8,2.2,18,0,1,2002,11.5,Positive,1,Mobile,All Ages,Paid,Puzzle
5087,Game_87,55.1,Cartoon,3,8.5,3.6,12,0,1,2018,29.4,Mixed,0,Console,Teens,Premium,Sports
5088,Game_88,50.3,Anime,3,9.7,4.5,16,0,1,2020,13.8,Positive,0,Cross-platform,Teens,Free,Shooter
5089,Game_89,34.6,Minimalist,5,9.8,1.6,17,0,0,2020,30.7,Negative,1,PC,Kids,Free,Sports
5090,Game_90,10.3,Minimalist,2,4.6,2.6,5,1,1,2004,0.5,Positive,1,Console,All Ages,Freemium,Simulation
5091,Game_91,69.4,Realistic,3,6.7,2.6,10,0,0,2022,3.5,Mixed,1,PC,Teens,Premium,Strategy
5092,Game_92,51.4,Minimalist,1,3.0,3.7,19,0,0,2023,31.2,Mixed,1,Console,Adults,Premium,Shooter
5093,Game_93,47.5,Pixel,1,9.4,1.7,3,1,1,2018,4.9,Negative,0,PC,Teens,Free,Simulation
5094,Game_94,25.8,Realistic,5,3.4,1.2,14,0,1,2018,39.6,Mixed,0,PC,Kids,Freemium,Platformer
5095,Game_95,43.8,Pixel,5,1.8,1.2,8,1,1,2023,0.1,Positive,1,Mobile,Teens,Freemium,RPG
5096,Game_96,62.4,Anime,3,4.5,4.9,12,0,0,2002,5.9,Positive,1,Mobile,All Ages,Premium,RPG
5097,Game_97,54.9,Realistic,1,6.9,3.4,9,1,0,2018,11.0,Positive,1,Mobile,Adults,Free,Puzzle
5098,Game_98,45.4,3D,3,4.4,3.7,7,0,0,2017,1.3,Positive,1,PC,All Ages,Freemium,Simulation
5099,Game_99,39.2,Anime,5,5.6,4.3,19,0,1,2013,8.1,Mixed,0,PC,Teens,Freemium,Simulation
5100,Game_100,55.2,Pixel,1,8.3,3.1,11,0,0,2016,4.3,Negative,1,Console,Teens,Premium,Simulation
5101,Game_101,31.8,Minimalist,1,3.0,2.4,10,1,1,2024,1.2,Positive,1,Mobile,All Ages,Freemium,Shooter
5102,Game_102,87.7,Pixel,2,6.8,2.6,9,0,0,2007,4.7,Positive,1,PC,Kids,Paid,RPG
5103,Game_103,23.2,Anime,3,8.5,3.2,6,1,1,2007,7.3,Positive,0,PC,Adults,Paid,Adventure
5104,Game_104,32.6,Anime,1,2.7,3.3,12,1,1,2002,7.8,Positive,0,Console,All Ages,Freemium,Puzzle
5105,Game_105,67.7,3D,2,2.8,5.0,19,1,0,2022,10.8,Positive,0,Cross-platform,All Ages,Free,Simulation
5106,Game_106,24.3,Realistic,3,9.5,2.8,5,0,0,2007,13.4,Positive,0,PC,Kids,Premium,Adventure
5107,Game_107,56.0,3D,5,6.5,1.8,9,1,0,2015,9.3,Positive,1,PC,Kids,Paid,Strategy
5108,Game_108,44.0,3D,3,7.4,4.1,2,0,0,2004,19.4,Positive,0,PC,Teens,Premium,Puzzle
5109,Game_109,63.5,Cartoon,1,9.2,2.3,8,0,0,2016,7.4,Mixed,1,PC,Teens,Paid,Horror
5110,Game_110,55.9,Realistic,4,7.1,3.0,10,0,0,2007,16.2,Mixed,1,Mobile,Kids,Free,Sports
5111,Game_111,64.6,Minimalist,5,7.6,3.1,1,0,0,2019,1.2,Positive,0,Console,Kids,Premium,Shooter
5112,Game_112,28.8,Pixel,4,8.5,3.0,4,1,1,2005,9.7,Positive,1,PC,All Ages,Premium,Simulation
5113,Game_113,46.1,Realistic,5,7.5,4.0,7,1,1,2019,11.0,Mixed,0,Cross-platform,All Ages,Paid,RPG
5114,Game_114,42.3,Anime,1,5.4,1.5,7,1,0,2024,4.6,Positive,1,Cross-platform,All Ages,Paid,Shooter
5115,Game_115,45.7,Minimalist,3,1.5,1.1,18,1,0,2015,32.9,Positive,1,Cross-platform,Adults,Freemium,Puzzle
5116,Game_116,43.2,Anime,1,6.5,1.9,4,1,1,2024,9.6,Positive,1,PC,All Ages,Freemium,Shooter
5117,Game_117,62.7,Minimalist,2,7.3,3.7,7,1,0,2008,1.5,Positive,1,PC,Adults,Premium,RPG
5118,Game_118,32.9,Anime,4,8.7,2.3,14,1,0,2004,5.4,Positive,0,Mobile,Kids,Paid,Sports
5119,Game_119,37.9,Cartoon,2,4.1,1.3,17,0,0,2004,12.4,Positive,1,Console,Adults,Premium,Simulation
5120,Game_120,34.9,3D,3,2.0,2.1,8,0,1,2001,1.4,Negative,1,PC,Kids,Free,Simulation
5121,Game_121,40.1,Minimalist,5,2.2,1.5,4,0,1,2003,0.0,Mixed,1,Console,Adults,Premium,RPG
5122,Game_122,23.8,Pixel,1,3.1,3.0,3,0,0,2022,6.4,Positive,0,Mobile,Adults,Free,Adventure
5123,Game_123,38.6,Anime,5,3.5,4.0,17,1,0,2013,4.5,Positive,1,PC,Kids,Free,Horror
5124,Game_124,34.6,Minimalist,5,3.3,3.4,6,1,1,2009,0.4,Positive,0,Cross-platform,Adults,Premium,Strategy
5125,Game_125,14.7,Anime,3,2.8,2.0,1,0,0,2017,8.3,Positive,0,Console,All Ages,Freemium,Shooter
5126,Game_126,32.9,3D,4,4.8,4.3,7,1,1,2002,0.3,Mixed,1,PC,Kids,Freemium,Platformer
5127,Game_127,49.6,Cartoon,1,1.2,4.2,5,1,1,2020,24.2,Mixed,1,Console,Teens,Paid,Simulation
5128,Game_128,29.3,Pixel,3,2.6,3.3,3,0,1,2018,60.0,Mixed,0,PC,Adults,Freemium,Platformer
5129,Game_129,59.3,3D,3,7.8,3.5,9,0,0,2011,47.3,Mixed,0,PC,Adults,Paid,Platformer
5130,Game_130,45.1,Pixel,3,2.3,3.4,7,1,0,2013,10.9,Positive,1,Cross-platform,Adults,Paid,Adventure
5131,Game_131,10.0,Minimalist,2,3.0,3.6,2,1,0,2009,10.4,Mixed,0,Console,Teens,Paid,Strategy
5132,Game_132,35.5,Minimalist,1,6.6,3.4,18,0,1,2003,22.0,Mixed,0,Cross-platform,All Ages,Free,Adventure
5133,Game_133,59.1,Anime,4,9.1,2.6,8,0,1,2006,7.0,Positive,1,Cross-platform,Kids,Free,Horror
5134,Game_134,18.3,3D,1,7.2,3.7,2,0,1,2024,0.1,Positive,1,Cross-platform,Adults,Paid,Adventure
5135,Game_135,59.7,Cartoon,1,5.1,2.0,16,0,1,2023,2.1,Mixed,1,PC,Kids,Premium,Shooter
5136,Game_136,10.0,Realistic,2,6.0,2.4,13,1,1,2000,1.2,Mixed,1,Cross-platform,All Ages,Premium,RPG
5137,Game_137,13.1,3D,1,8.0,4.3,8,1,1,2005,4.3,Positive,0,PC,All Ages,Freemium,Strategy
5138,Game_138,68.0,3D,3,7.5,4.1,16,0,1,2000,4.8,Positive,0,PC,Kids,Premium,Sports
5139,Game_139,60.2,Minimalist,5,8.9,2.3,8,0,0,2006,3.7,Mixed,1,Mobile,Kids,Paid,Horror
5140,Game_140,69.9,Pixel,3,6.7,2.2,19,0,0,2003,7.3,Mixed,0,Mobile,Teens,Freemium,Strategy
5141,Game_141,55.7,Realistic,4,4.1,2.5,4,1,0,2016,5.8,Negative,0,Mobile,All Ages,Free,RPG
5142,Game_142,23.7,3D,1,6.6,3.8,1,0,1,2019,20.4,Mixed,1,Cross-platform,Kids,Premium,Strategy
5143,Game_143,88.2,3D,1,4.3,2.9,12,0,1,2012,10.6,Negative,0,Mobile,Teens,Freemium,RPG
5144,Game_144,34.8,Minimalist,1,7.5,4.3,14,0,0,2013,15.7,Positive,0,Console,All Ages,Free,Horror
5145,Game_145,48.5,3D,2,4.9,1.5,15,0,1,2017,30.2,Positive,1,PC,Teens,Premium,Platformer
5146,Game_146,57.9,Minimalist,4,8.3,1.2,11,0,0,2012,3.6,Mixed,1,Console,Kids,Paid,Puzzle
5147,Game_147,66.6,Minimalist,4,1.5,3.2,17,0,1,2009,16.0,Positive,1,Mobile,Teens,Paid,Adventure
5148,Game_148,79.0,Pixel,1,6.4,1.7,18,1,0,2014,17.0,Positive,0,PC,All Ages,Free,Simulation
5149,Game_149,53.4,Realistic,5,7.0,1.2,1,0,0,2011,3.3,Positive,1,Cross-platform,All Ages,Free,RPG
5150,Game_150,16.1,Pixel,2,7.6,5.0,2,1,0,2019,23.0,Positive,0,Cross-platform,Kids,Free,Shooter
5151,Game_151,34.3,3D,2,10.0,3.0,1,1,1,2009,23.6,Positive,1,Console,All Ages,Premium,Puzzle
5152,Game_152,10.0,Minimalist,5,5.5,4.9,5,1,0,2006,8.5,Positive,1,Cross-platform,All Ages,Paid,Shooter
5153,Game_153,45.5,Pixel,3,2.4,2.0,9,0,0,2009,22.7,Positive,1,Cross-platform,All Ages,Free,Horror
5154,Game_154,35.4,Minimalist,4,9.3,4.1,12,1,1,2000,6.7,Mixed,1,Console,Teens,Freemium,Platformer
5155,Game_155,21.8,Pixel,1,9.7,1.4,13,0,0,2019,22.8,Positive,0,Cross-platform,Adults,Freemium,Adventure
5156,Game_156,75.5,Minimalist,2,7.5,2.5,2,0,1,2000,1.5,Mixed,0,Cross-platform,All Ages,Freemium,Simulation
5157,Game_157,71.9,3D,2,4.8,1.6,9,1,1,2009,6.0,Positive,0,Console,Teens,Freemium,RPG
5158,Game_158,10.0,Cartoon,5,8.1,4.3,1,0,0,2010,19.1,Mixed,1,PC,Kids,Paid,Strategy
5159,Game_159,64.2,Anime,1,9.6,4.0,2,0,1,2023,5.3,Positive,1,Mobile,All Ages,Paid,Horror
5160,Game_160,54.6,3D,1,7.1,2.5,13,0,1,2019,21.7,Mixed,1,Console,Kids,Free,Strategy
5161,Game_161,32.2,Realistic,2,6.3,3.7,10,1,0,2018,10.5,Positive,1,Mobile,Adults,Paid,Strategy
5162,Game_162,63.5,Anime,1,7.6,2.5,7,0,0,2013,23.6,Negative,0,Mobile,Adults,Freemium,Shooter
5163,Game_163,59.2,Minimalist,5,7.1,3.3,1,1,0,2010,15.9,Mixed,0,PC,Adults,Free,Simulation
5164,Game_164,20.7,3D,2,1.8,3.0,12,0,1,2016,5.9,Positive,1,PC,Adults,Free,Sports
5165,Game_165,61.3,Minimalist,4,9.5,3.3,6,1,1,2014,8.1,Positive,1,PC,Adults,Freemium,Adventure
5166,Game_166,46.5,Cartoon,3,8.8,2.1,6,0,1,2012,7.4,Negative,1,Mobile,Teens,Premium,Strategy
5167,Game_167,27.9,Realistic,1,3.8,1.5,14,0,0,2019,5.4,Mixed,1,Mobile,All Ages,Free,Platformer
5168,Game_168,66.9,Cartoon,3,1.8,3.5,12,1,1,2008,22.9,Positive,1,Cross-platform,All Ages,Free,Sports
5169,Game_169,59.7,Realistic,4,1.0,4.1,16,1,0,2000,8.9,Positive,0,Console,Kids,Freemium,Puzzle
5170,Game_170,33.9,3D,5,7.9,4.9,11,1,1,2014,4.9,Positive,1,PC,Teens,Free,Shooter
5171,Game_171,37.2,Pixel,3,5.9,4.6,13,0,1,2021,16.1,Positive,1,Console,All Ages,Premium,RPG
5172,Game_172,33.4,Minimalist,4,1.4,1.4,11,1,0,2007,2.4,Negative,1,Cross-platform,All Ages,Paid,Simulation
5173,Game_173,32.3,Cartoon,4,5.9,2.5,15,1,1,2022,1.8,Positive,1,PC,All Ages,Premium,Horror
5174,Game_174,30.9,Anime,2,8.8,3.0,4,1,0,2007,20.4,Mixed,1,Mobile,Adults,Freemium,Strategy
5175,Game_175,46.4,3D,2,9.8,2.9,4,0,0,2008,25.1,Positive,1,Mobile,Teens,Free,Adventure
5176,Game_176,68.7,Anime,3,8.8,4.7,14,1,0,2018,6.1,Negative,1,Console,All Ages,Paid,Simulation
5177,Game_177,41.8,Realistic,2,8.2,2.7,17,0,1,2011,3.0,Mixed,1,Console,Kids,Freemium,Horror
5178,Game_178,75.0,Realistic,2,1.3,2.6,17,1,0,2014,12.2,Mixed,0,Console,Teens,Premium,Adventure
5179,Game_179,19.0,Minimalist,2,7.7,2.3,15,1,0,2005,6.6,Positive,1,Mobile,Teens,Free,Strategy
5180,Game_180,34.8,Minimalist,5,6.0,2.3,8,0,0,2013,16.2,Mixed,1,Cross-platform,Kids,Freemium,Platformer
5181,Game_181,53.3,3D,4,1.6,1.1,9,0,1,2019,13.8,Mixed,1,Console,All Ages,Paid,Sports
5182,Game_182,33.1,Realistic,5,3.4,1.0,11,1,0,2017,8.2,Mixed,1,Console,Teens,Premium,Shooter
5183,Game_183,49.4,Realistic,2,8.2,3.9,12,0,0,2008,28.5,Positive,0,Console,Teens,Premium,Simulation
5184,Game_184,10.0,Minimalist,2,2.6,2.7,13,1,0,2002,3.2,Mixed,0,Cross-platform,All Ages,Freemium,RPG
5185,Game_185,23.6,Minimalist,2,1.2,4.2,7,0,1,2004,2.5,Mixed,0,PC,All Ages,Free,Platformer
5186,Game_186,32.2,Pixel,2,2.3,4.5,15,1,0,2004,23.5,Positive,1,Cross-platform,Kids,Freemium,Platformer
5187,Game_187,62.7,Pixel,5,9.1,3.3,3,0,0,2002,6.4,Positive,1,PC,Kids,Premium,RPG
5188,Game_188,37.7,Minimalist,5,4.6,1.5,17,0,1,2021,26.0,Mixed,0,PC,Adults,Free,Adventure
5189,Game_189,74.3,Pixel,5,8.2,1.7,19,0,0,2002,7.0,Positive,1,Mobile,Kids,Paid,Puzzle
5190,Game_190,10.0,Pixel,1,2.8,3.5,19,0,0,2009,6.1,Positive,1,PC,Kids,Freemium,Shooter
5191,Game_191,45.4,Anime,3,6.3,4.7,14,1,1,2019,25.2,Positive,1,Console,Teens,Premium,Platformer
5192,Game_192,50.2,3D,4,8.0,3.6,1,0,1,2023,12.5,Mixed,1,PC,Adults,Free,Puzzle
5193,Game_193,66.2,Realistic,1,2.8,1.2,19,0,0,2014,14.5,Negative,0,PC,Teens,Premium,Adventure
5194,Game_194,99.1,Cartoon,2,4.1,4.5,14,0,0,2021,18.4,Positive,0,PC,Kids,Free,Strategy
5195,Game_195,53.5,Pixel,1,5.4,3.3,19,1,0,2019,11.9,Mixed,0,Cross-platform,All Ages,Free,Adventure
5196,Game_196,34.5,Pixel,3,9.6,4.6,5,1,1,2010,4.1,Mixed,1,Cross-platform,Kids,Freemium,RPG
5197,Game_197,22.4,Minimalist,1,7.0,3.3,13,1,1,2014,0.3,Positive,1,Cross-platform,Teens,Free,Shooter
5198,Game_198,65.0,Pixel,4,1.8,3.3,10,0,1,2001,1.9,Mixed,1,Cross-platform,Adults,Free,Adventure
5199,Game_199,45.0,Anime,3,1.1,3.4,8,1,1,2001,18.4,Mixed,1,PC,Kids,Free,Adventure
5200,Game_200,42.0,3D,5,1.8,3.4,7,1,0,2022,9.6,Negative,1,Console,All Ages,Free,Horror
5201,Game_201,10.6,Pixel,1,4.4,4.9,2,1,0,2024,9.9,Negative,1,Cross-platform,All Ages,Paid,Horror
5202,Game_202,17.1,3D,2,9.2,1.5,16,0,1,2010,1.7,Positive,0,Cross-platform,Adults,Paid,Platformer
5203,Game_203,22.3,Minimalist,4,3.0,4.8,10,0,0,2004,5.4,Mixed,1,PC,All Ages,Paid,Puzzle
5204,Game_204,10.0,Cartoon,3,3.7,3.2,10,0,1,2002,4.4,Positive,1,PC,Teens,Premium,Simulation
5205,Game_205,44.7,Minimalist,2,7.6,3.7,15,0,0,2000,14.0,Mixed,0,Console,All Ages,Premium,RPG
5206,Game_206,60.1,3D,2,5.7,1.3,10,0,0,2006,4.9,Positive,1,Mobile,Kids,Paid,Simulation
5207,Game_207,76.0,Cartoon,2,3.7,4.5,12,0,1,2019,3.8,Positive,1,Mobile,Adults,Free,Sports
5208,Game_208,47.0,3D,3,7.1,3.2,2,0,1,2006,11.2,Positive,1,Console,Teens,Paid,RPG
5209,Game_209,53.8,3D,3,9.6,4.9,2,0,0,2013,15.9,Mixed,0,PC,Adults,Paid,Strategy
5210,Game_210,41.7,Minimalist,1,5.6,4.5,1,0,0,2004,14.0,Positive,1,Cross-platform,Kids,Free,Adventure
5211,Game_211,38.7,Realistic,4,3.9,4.0,19,0,1,2001,9.0,Positive,0,Console,All Ages,Premium,Sports
5212,Game_212,63.9,Cartoon,4,9.7,2.2,19,0,0,2002,10.7,Positive,1,PC,Teens,Free,Sports
5213,Game_213,60.6,Cartoon,3,4.1,3.5,18,1,1,2020,9.7,Positive,1,Console,All Ages,Free,Horror
5214,Game_214,31.1,Anime,4,1.1,2.6,16,1,1,2021,4.7,Positive,1,Mobile,Kids,Freemium,Platformer
5215,Game_215,79.2,Minimalist,2,7.3,1.4,5,0,1,2021,12.7,Mixed,0,PC,All Ages,Paid,RPG
